ingredients_text,ingredientes_identificados,num_ingredientes
", Beef (15%), Potato, Aubergine, Tomato, Lamb (6%), Red Wine, Cornflour, Cheddar Cheese (), Fortified Wheat Flour (Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Carrot, Onion, Single Cream (), Tomato Pur̩e, Rapeseed Oil,, Garlic Pur̩e, Medium Mature Cheddar Cheese (), Salted Butter (), Mint, Beef Extract, Salt, Spirit Vinegar, Oregano, Smoked Paprika, Cinnamon, White Pepper, Nutmeg, Ground Bay Leaf, Yeast Extract","['cheese', 'potato', 'beef', 'butter', 'onion', 'wine', 'lamb', 'tomato']",8
"Mashed Potato (20%) (Potatoes (), Butter (), Cream (,), SkimmedPowder, Salt, Preservative: Potassium Sorbate, White Pepper), Red Wine Gravy (18%) (Water, Onions, Beef Demi Glaze (,), Thickener: Modified Waxy Maize Starch, Worcestershire Sauce (,), Red Wine (), Chicken Bouillon (), Vegetable Bouillon (,), Garlic Puree, Caramelised Powder, Stabilizer: Xanthan Gum, Thyme, Preservative: Potassium Sorbate, Salt, White Pepper), Baton Carrots (15%) (Carrots, Preservative: Potassium Sorbate), Peas (14%) (Peas, Salt, Preservative: Potassium Sorbate), Roast Potatoes (11%) (Potatoes (), Salt, Goose Fat, Paprika), Turkey (9%) (Turkey Breast (95%), Water, Brine (Salt, Glucose Syrup, Potato Starch, Whey Protein (), Emulsifier: E451, Stabiliser: Guar Gum, Flavour: Yeast Extract), Ham (7%) (Pork (95%), Water, Salt, Glucose Syrup, Stabilizer: E451, E452 Antioxidant: Sodium Ascorbate), Stuffing (6%) (Breadcrumbs (), Margarine, Onions, Butter (), Rapeseed Oil, Parsley, Sage, Thyme, White Pepper, Preservative: Potassium Sorbate","['peas', 'potato', 'pork', 'butter', 'wine', 'maize', 'chicken', 'beef']",8
"B̩chamel (Semi Skimmed Milk, Fresh Thyme, Black Pepper, Ground Nutmeg, Salt, Corn Starch), Cold Pressed Roman Tomato, Cooked Egg Lasagne (Semolina Wheat Flour, Egg, Water), British Pork (8%), British Beef (5%), Cheddar Cheese (Milk), Corn Starch, White Wine (Sulphites), Rapeseed Oil, Onion, Fresh Parsley, Carrot, Celery, Tomato Paste, Garlic, Red Wine Vinegar (Sulphites), Fresh Rosemary, Caster Sugar, Salt, Black Pepper","['cheese', 'egg', 'pork', 'wine', 'milk', 'onion', 'tomato', 'beef']",8
"Water, Bomba Rice, Tomato, Cooked Marinated Prawns (13%) (Prawns (), Rapeseed Oil, Cornflour, Chopped Parsley, Flaked Paprika, Smoked Paprika), Diced Chicken Breast (10%), Onion, Red Pepper, Peas, Chorizo (4%) (Pork, Smoked Paprika, Salt, Garlic, Preservatives (Sodium Nitrite, Potassium Nitrate), Rosemary Extract), White Wine, Garlic Pur̩e, Olive Oil, Rapeseed Oil, Chopped Parsley, Cod Fish Extract (), Chicken Extract, Cornflour, Smoked Paprika, Salt, Tomato Paste, Sugar, Mussel Extract (), Chopped Thyme, Carrot Concentrate, Onion Concentrate, Crab Extract (), Lobster Extract (), Turmeric Paprika, Lemon Juice, Black Pepper, Dried Garlic, Chopped Sage, Chilli Powder, Cumin, Ground Ginger, Pimento, CrackedSeeds, Ground Coriander, White Pepper, Dried Parsley, Dried Oregano, Saffron, Dried Thyme, Fennel, Dried Marjoram","['peas', 'pork', 'rice', 'fish', 'onion', 'wine', 'chicken', 'tomato']",8
"Spaghetti (Water, DurumSemolina, Sunflower Oil, Salt), Tomatoes, British Beef (8%), Red Wine (), Smoked Bacon (5%) (Pork, Water, Salt, Preservatives: Sodium Nitrite, Sodium Nitrate and Potassium Nitrate, Antioxidant: Sodium Ascorbate*), British Pork (5%), Onions, Tomato Pur̩e, Semi Skimmed, Carrots, Parmigiano Reggiano Cheese (), Passata,, Rapeseed Oil, Fortified Wheat Flour (Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Balsamic Vinegar of Modena (Wine Vinegar, Concentrated Grape Must,Ammonia Caramel), Chicken Liver, Extra Virgin Olive Oil, Beef Stock (British Beef, Yeast Extract, Salt, Tomato Pur̩e, Molasses, Lemon Juice from Concentrate, Onion Powder), Garlic Pur̩e, Parsley, Roasted Tomato Sauce (Semi-Dried Tomatoes, Sunflower Oil, Tomato Paste, Extra Virgin Olive Oil, Sugar, Salt, Dried Oregano, Dried Garlic), Red Pepper Flakes, Oregano, Sugar, Salt, Honey, Black Pepper, Vegetarian Worcestershire Sauce (Water, Sugar, Spirit Vinegar, Molasses, Onion Pur̩e, Salt, Tamarind Paste, Cloves, Ginger Pur̩e, Garlic Pur̩e), Ground Nutmeg, Ground Star Anise, *Don't worry, this is part of the traditional curing method of Smoked Bacon","['cheese', 'pork', 'beef', 'onion', 'grape', 'wine', 'chicken', 'tomato']",8
"Organically Produced: Tomato (19%), Red/Green Bell Pepper (15%), Gluten Free Flours (Rice, Potato, Maize, Buckwheat),Blend (Water*,Bean), Onion, Courgette (6%), Okara (), Sustainably Sourced Palm Oil, Palm Oil, Olive (5%) (Green Pitted, Sea Salt*, Lactic Acid*, Citric Acid*); (Kalamata Pitted, Salt*, Vinegar, Lactic Acid*), Fennel, Sunflower Oil, Balsamic Vinegar (Wine Vinegar, Concentrated Grape Must), Garlic, Sea Salt*, Herbs and Spices, Tomato Puree, Olive Oil, Water*, Cider Vinegar, Yeast Flakes, Apple Juice Concentrate, Bouillon (Salt*, Rice Flour, Onion, Parsnip, Carrot, Olive Oil, Turmeric, Parsley), Love, *Approved Non-Organic","['potato', 'rice', 'onion', 'grape', 'wine', 'maize', 'apple', 'tomato']",8
"DurumSemolina, Water, Beef (11%), Portobello Mushrooms, Red Wine (7%), Onion, Fortified Wheat Flour (Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Pasteurised Free Range(5%), Medium Fat Hard Cheese (), Dried Potato, Butter (), Beef Stock, Tomato Pur̩e, Maize Starch, Garlic Pur̩e, Sugar, Sea Salt, Red Wine Vinegar, Salt, Carrot, Porcini Mushrooms, Thyme, Lovage, Leek, Ground Black Pepper, Brown Sugar, Garlic, Juniper Berry Oil, Rosemary, Bay Leaf, Yeast","['cheese', 'tomato', 'potato', 'butter', 'onion', 'wine', 'maize', 'beef']",8
"Potato (29%), Lamb (25%), Carrot (13%), Water, Peas (10%), Onion (4%), Gluten Free Flour, Salted Butter (), Lamb Stock, Tomato Puree, Cornflour, Mint (<2%), Salt, Black Pepper, Gluten Free Flour contains: Rice Flour, Potato Flour, Tapioca Starch, Maize Flour, Buckwheat Flour, Salted Butter contains: Butter (), Salt,, Lamb Stock contains: Water, Lamb Extract, Onion, Carrot, Tomato Puree, Garlic Cloves, Parsley, Thyme, Bay Leaf","['peas', 'potato', 'maize', 'rice', 'butter', 'onion', 'lamb', 'tomato']",8
"Cooked Long Grain Spiced Rice (30%, Water, Long Grain Rice, Ground Turmeric), Water, Roasted Vegetables (Roasted Red Pepper, Roasted Courgette), Cooked Chicken (13%, Chicken, Cornflour), Peas, Onion, Chorizo (3%, Pork, Pork Fat, Salt, Paprika, Dextrose, Chilli Powder,Malt Vinegar, Rosemary, Sage, Paprika Extract, Antioxidant - Sodium Ascorbate, Preservative - Sodium Nitrite), Tomato Pur̩e, White Wine, Garlic Pur̩e, Sugar, Modified Maize Starch, Chicken Stock (Water, Chicken Fat, Chicken Extract, Salt), Flavourings, Salt, Sugar, Cornflour, Parsley, Chipotle Chilli, Smoked Paprika, Salt, Ground Turmeric, Thickener - Agar, Oregano","['peas', 'pork', 'rice', 'onion', 'wine', 'maize', 'chicken', 'tomato']",8
"Cooked Chicken (28%), Chopped Tomatoes, Water, Onions, Coconut Cream [Coconut, Water],, Tomato Paste, Onion Puree, Yoghurt [Yoghurt (), Modified Maize Starch], Ginger Puree, Garlic Puree, Sugar, Unsalted Butter (), Modified Maize Starch, Chicken Stock [Chicken, Yeast Extract, Salt, Chicken Fat, Dried Vegetables (Leek, Onion), Sugar, Lemon Juice From Concentrate, Black Pepper, Sage Oil], Lemon Juice, Coconut Milk Powder [Coconut Extract, Maltodextrin, Sodium Caseinate (), Tri-Calcium Phosphate], Madras Curry Powder [Spice (Coriander,, Turmeric, Fenugreek, Fennel, Black Pepper, Ginger, Cumin, Cayenne,, White Pepper), Potato Starch, Rice Flour, Salt], Rapeseed Oil, Fat Powder [Palm Fat, Lactose (),Protein], Chopped Coriander, Ground Cumin, Ground Turmeric, Salt, Ground Coriander, Cumin Seeds, Paprika Powder, Garam Masala (Coriander, Cumin, Black Pepper, Allspice, Cardamom, Turmeric, Nutmeg, Ginger, Bay, Cloves, Cassia, Cayenne), Fennel Seeds, Green Chilli Puree, Paprika Extract, Milled Red Chillies, Hot Chilli Powder [Spices (Cayenne, Paprika, Cumin), Salt, Garlic Powder, Oregano], Ground Fenugreek, Ground Cardamom","['potato', 'rice', 'butter', 'milk', 'onion', 'maize', 'chicken', 'tomato']",8
"Cooked Chicken (28%), Chopped Tomatoes, Water, Onions, Coconut Cream [Coconut, Water],, Tomato Paste, Onion Puree, Yoghurt [Yoghurt (), Modified Maize Starch], Ginger Puree, Garlic Puree, Sugar, Unsalted Butter (), Modified Maize Starch, Chicken Stock [Chicken, Yeast Extract, Salt, Chicken Fat, Dried Vegetables (Leek, Onion), Sugar, Lemon Juice From Concentrate, Black Pepper, Sage Oil], Lemon Juice, Coconut Milk Powder [Coconut Extract, Maltodextrin, Sodium Caseinate (), Tri-Calcium Phosphate], Madras Curry Powder [Spice (Coriander,, Turmeric, Fenugreek, Fennel, Black Pepper, Ginger, Cumin, Cayenne,, White Pepper), Potato Starch, Rice Flour, Salt], Rapeseed Oil, Fat Powder [Palm Fat, Lactose (),Protein], Chopped Coriander, Ground Cumin, Ground Turmeric, Salt, Ground Coriander, Cumin Seeds, Paprika Powder, Garam Masala (Coriander, Cumin, Black Pepper, Allspice, Cardamom, Turmeric, Nutmeg, Ginger, Bay, Cloves, Cassia, Cayenne), Fennel Seeds, Green Chilli Puree, Paprika Extract, Milled Red Chillies, Hot Chilli Powder [Spices (Cayenne, Paprika, Cumin), Salt, Garlic Powder, Oregano], Ground Fenugreek, Ground Cardamom","['potato', 'rice', 'butter', 'milk', 'onion', 'maize', 'chicken', 'tomato']",8
"Chicken Breast (72%), Breadcrumbs (Pea Flour) Batter (Water, Gluten Free Flour [Rice Flour, Potato Starch, Tapioca Starch, Maize Flour, Buckwheat Flour], Garlic Powder, Onion Powder, Stabiliser [Citrus Fibre, Xanthan], Salt), Rapeseed Oil, Sauce - Water (63%), Coconut Milk (Coconut Extract (60%), Water) (10%), Apples (5%), Bananas (5%), Onions, Honey (3%), Cornflour,Sauce (Water,beans, Salt, Spirit Vinegar), Garlic, Rapeseed Oil, Curry Powder (Coriander, Turmeric, Garlic, Salt, Fenugreek, Chilli, Gram (Chick Pea) Flour, Fennel, Cumin, Black Pepper, Bay Leaf, Cinnamon), Vegetable Stock (Salt, Sugar, Yeast Extracts, Dried Vegetables (Onion, Carrot, Leek), Sunflower Oil, Black Pepper, Parsley), Tomato Puree, Turmeric, Sea Salt, Paprika, Black Pepper","['potato', 'citrus', 'rice', 'milk', 'onion', 'maize', 'chicken', 'tomato']",8
"Allergy Advice: For allergens see highlighted ingredientsColoured Smoked Haddock (24%) (Haddock (Fish), Salt, Colour (Curcumin, Annatto)), Potato, Haddock (Fish) (13%), Fortified Wheat Flour (WheatFlour, Iron, Thiamin, Nicotinic Acid, Calcium Carbonate), Rapeseed Oil, West Country Mature Cheddar Cheese (Milk) (7%), Water, SkimmedMilk, Potato Flake, Salt, Leek, Modified Maize Starch, Palm Oil, Yeast Extract, Cream (Milk), Sugar, Butter (Milk), Maltodextrin, Whey Protein Concentrate (Milk), Potato Starch, Emulsifier (SoyaLecithins), Extra Virgin Olive Oil,WheatStarch, Onion, Carrot, Tomato, Paprika, Yeast, Cider Vinegar, Tapioca Starch,WheatGluten, Stabilisers (Hydroxypropyl Methyl Cellulose, Xanthan Gum), Lovage, Pepper, Garlic","['cheese', 'potato', 'milk', 'butter', 'fish', 'onion', 'maize', 'tomato']",8
"Allergy Advice: For allergens see highlighted ingredientsFresh Egg Pasta (58%) (WheatFlour, DurumWheatSemolina,Egg), Ricotta Cheese (Milk), Tomato Concentrate (5%), Sunflower Oil, Beef (4%), Braised Meat (4%) (Beef, Pork, Sunflower Oil, Carrots, Onion, Rosemary), Breadcrumbs (WheatFlour, Water, Salt, Yeast), Dehydrated Potato (Potato, Turmeric, Paprika), Processed Cheese (Low Fat Cheese (Milk), Sunflower Oil, Potato Starch, Water, Salt), Carrots, Whey Powder (Milk), Flavouring (containsWheat,Barley,Milk), Onion,Celery, Salt, Rosemary","['cheese', 'egg', 'potato', 'pork', 'milk', 'onion', 'tomato', 'beef']",8
"Allergy Advice: For allergens see highlighted ingredientsFree Range Fresh Egg Pasta (45%) (WheatFlour, DurumWheatSemolina, Free RangeEgg, Water, Tomato Flake), Ricotta Cheese (Milk) (23%), Chicken (7%) (Chicken Breast, Water, Potato Starch, Maltodextrin, Salt, Dextrose, Glucose Syrup), Breadcrumbs (WheatFlour, Water, Salt, Yeast), Whey Powder (Milk), 'Nduja Sausage (4%) (Pork, Pork Belly, Chilli Pepper, Salt, Spice Extract), Full Fat Hard Cheese (Milk), Chicken Leg (3%), Sunflower Oil, Flavouring, Butter (Milk), Garlic Powder, Salt","['cheese', 'egg', 'potato', 'pork', 'milk', 'butter', 'chicken', 'tomato']",8
"Allergy Advice: For allergens see highlighted ingredientsPotato,Milk, Pink Salmon (Fish) (13%), Smoked Coloured Haddock (10%) (Haddock (Fish), Salt, Colours (Annatto, Curcumin)), Double Cream (Milk) (5%), King Prawn (Crustaceans) (4%), Water, Fortified Wheat Flour (WheatFlour, Iron, Thiamin, Nicotinic Acid, Calcium Carbonate), Extra Mature Cheddar Cheese (Milk), Butter (Milk), White Wine, Cornflour, Palm Oil, Pollock (Fish), Parmesan Cheese (Milk), Salt, Dijon Mustard (Water, BlackMustardSeed, Spirit Vinegar, Salt), Chive, Potato Starch, White Pepper, Black Pepper, Onion, Leek, Yeast, Carrot, Fennel","['cheese', 'potato', 'crustaceans', 'milk', 'butter', 'fish', 'onion', 'wine']",8
"Allergy Advice: For allergens see highlighted ingredientsPotato, Lamb (27%), Madeira Wine, Onion, Carrot, Swede, Fortified Wheat Flour (WheatFlour, Iron, Thiamin, Nicotinic Acid, Calcium Carbonate),Celery, Butter (Milk), Peas, Mature Cheddar Cheese (Milk) (2%), Rapeseed Oil, Cornflour, Salt, Brown Sugar, Spirit Vinegar, Mint, Colour (Plain Caramel), Yeast, Sugar, Redcurrant Juice from Concentrate, Colours (Paprika Extract, Turmeric Extract), Black Pepper, Garlic, Tomato Pur̩e, Rosemary, Tamarind Extract, Caramelised Sugar Powder, Sunflower Oil, White Pepper, Lemon Juice from Concentrate, Ginger, Concentrated Lemon Juice, Clove, Chilli, Gelling Agent (Pectins)","['cheese', 'peas', 'butter', 'milk', 'onion', 'wine', 'lamb', 'tomato']",8
"Allergy Advice: For allergens see highlighted ingredientsLamb (26%),Milk, Potato (12%), Tomato, Aubergine (9%), Double Cream (Milk) (5%), Tomato Pur̩e, Rapeseed Oil,Egg, Tomato Passata, Onion, Red Wine (3%), Cornflour, Kefalotyri Cheese (Milk) (2%), Butter (Milk), Garlic Pur̩e, Fortified Wheat Flour (WheatFlour, Iron, Thiamin, Nicotinic Acid, Calcium Carbonate), Mint, Spices, Salt, Oregano","['cheese', 'egg', 'potato', 'milk', 'butter', 'onion', 'wine', 'tomato']",8
"Allergy Advice: For allergens see highlighted ingredientsPotato,Milk, Pink Salmon (Fish) (13%), Smoked Coloured Haddock (10%) (Haddock (Fish), Salt, Colours (Annatto, Curcumin)), Double Cream (Milk) (5%), King Prawn (Crustaceans) (4%), Fortified Wheat Flour (WheatFlour, Iron, Thiamin, Nicotinic Acid, Calcium Carbonate), Water, Extra Mature Cheddar Cheese (Milk) (2%), Butter (Milk), White Wine, Cornflour, Palm Oil, Salt, Parmesan Cheese (Milk), Pollock (Fish), Dijon Mustard (Water, BlackMustardSeed, Spirit Vinegar, Salt), Chive, Potato Starch, White Pepper, Black Pepper, Onion, Leek, Yeast, Carrot, Fennel","['cheese', 'potato', 'crustaceans', 'milk', 'butter', 'fish', 'onion', 'wine']",8
"Allergy Advice: For allergens see highlighted ingredientsPotato (41%), Pork Sausage (21%) (Pork (72%), Fortified Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, Potato Starch, Salt, Dextrose, Spices, Stabiliser (Diphosphates), Herbs, Raising Agent (Ammonium Carbonates), Rapeseed Oil, Capsicum Extract, Beef Collagen Casing), Water, Onion, Red Wine, Butter (Milk), Beef Stock (Water, Beef Extract, Salt, Beef Powder, Caramelised Sugar Syrup, Tomato Paste), Cornflour, Rapeseed Oil, Worcestershire Sauce (Water, Spirit Vinegar, Sugar, Tamarind Extract, Spices, Onion, Garlic, Concentrated Lemon Juice), Tomato Paste, Sugar, Garlic Pur̩e, Salt, Thyme, MaltedBarleyExtract, Spices","['tomato', 'potato', 'pork', 'butter', 'milk', 'onion', 'wine', 'beef']",8
"Allergy Advice: For allergens see highlighted ingredientsPotato (36%), Minced Beef and Onion Pie (36%) (Fortified Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Beef (21%), Onion (14%), Vegetable Oils (Palm, Rapeseed, Palm Stearin), Water, Pork Lard, Cornflour, Maize Flour, Salt, Beef Extract,BarleyMalt Extract, DriedEgg, Black Pepper, Flour Treatment Agent (L-Cysteine)), Peas (14%), Water, Butter (Milk), Cornflour,Milk, Chicken Stock (Chicken Extract, Water, Salt, Chicken, Chicken Fat, Antioxidant (Extracts of Rosemary)), Salt, White Pepper","['peas', 'pork', 'butter', 'milk', 'onion', 'maize', 'chicken', 'beef']",8
"Allergy Advice: For allergens see highlighted ingredientsPotato (28%), Water, Beef (16%), Carrots (14%), Peas (10%), Yorkshire Pudding (5%) (Fortified Wheat Flour (WheatFlour, Iron, Thiamin, Nicotinic Acid, Calcium Carbonate), Pasteurised Liquid WholeEgg, DriedEggAlbumen, Water, Rapeseed Oil, Dried SkimmedMilk, Salt), Onion, Rapeseed Oil, Red Wine, Cornflour, Mushroom, Salt, Tomato Pur̩e, Beef Extract, Pork Gelatine, Butter (Milk), Yeast Extract, Demerara Sugar, Colour (Plain Caramel), Sugar, Beef Fat, Balsamic Vinegar, Onion Concentrate, Black Pepper, Thyme, Carrot, White Pepper","['peas', 'pork', 'beef', 'butter', 'milk', 'onion', 'wine', 'tomato']",8
"Allergy Advice: For allergens see highlighted ingredientsPork Sausage (20%) (Pork (72%), Fortified Wheat Flour (WheatFlour, Iron, Thiamin, Nicotinic Acid, Calcium Carbonate), Water, Potato Starch, Salt, Dextrose, Spices, Stabiliser (Diphosphates), Herbs, Raising Agent (Ammonium Carbonates), Rapeseed Oil, Capsicum Extract, Beef Collagen Casing), Potato, Haricot Beans,Egg, Cooked Back Bacon (10%) (Pork, Salt, Antioxidant (Sodium Ascorbate), Preservative (Sodium Nitrite)), Water,Milk, Vegetable Oils (Sunflower, Rapeseed), Tomato Paste, Sugar, Modified Maize Starch, Salt, Onion Powder, Stabiliser (Xanthan Gum, Diphosphates), Flavouring, White Pepper, Emulsifier (Monoglycerides of Fatty Acids)","['egg', 'potato', 'pork', 'milk', 'onion', 'tomato', 'maize', 'beef']",8
"Allergy Advice: For allergens see highlighted ingredientsTortilla (Fortified Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, Palm Oil, Palm Stearin, Rapeseed Oil, Sugar, Salt), Pulled Chicken (19%) (Chicken Breast (97%), Rice Starch, Salt, Dextrose, Glucose Syrup), Water, Long Grain Rice, Onion, Tomato Paste, Red Pepper, Rapeseed Oil, Mature Cheddar Cheese (Milk), Garlic, Sweetcorn, Black Turtle Beans, Spices (containsMustard), Sugar, Butter (Milk), Chipotle Chilli, Herbs, Sunflower Oil, Cornflour, Concentrated Pineapple Juice, Red Chilli, Chicken Extract, Salt, White Wine Vinegar, Sun Dried Tomato, Spirit Vinegar, Olive Oil, Dried Garlic, Concentrated Onion Juice, Basil Extract, Garlic Oil","['cheese', 'rice', 'milk', 'butter', 'onion', 'wine', 'chicken', 'tomato']",8
"Allergy Advice: For allergens see highlighted ingredientsSweet Potato (17%), Fortified Wheat Flour (WheatFlour, Iron, Thiamin, Nicotinic Acid, Calcium Carbonate), Water, Yellow Split Peas (6%), PearlBarley(6%), Rapeseed Oil, Chickpeas, Coconut Cream (Coconut Extract, Water, Stabilisers (Guar Gum, Sodium Carboxymethylcellulose), Emulsifier (Polysorbate 60), Antioxidant (SodiumMetabisulphite)), Red Pepper, Onion, Spinach, Potato Flake, Spring Onion, Whipping Cream (Milk), Maize, Coriander, Spices, Garlic Pur̩e, Vegetable Stocks (Salt, Yeast Extract, Maltodextrin, Sugar, Carrot, Water, Onion, Mushroom, Tomato, Lovage, Black Pepper), Sugar, Tomato, SkimmedMilk, Salt, Modified Maize Starch, Coconut, Tomato Pur̩e, Ginger Pur̩e, Palm Oil, Cumin, Extra Virgin Olive Oil (0.2%), Potato Starch, Butter (Milk), Whey Protein Concentrate (Milk), Emulsifier (SoyaLecithins),WheatStarch, Cider Vinegar, Garlic Powder, Tapioca Starch, Onion Powder, Yeast, Rice Flour,BarleyMalt Extract, Paprika,WheatGluten,MustardPowder, Stabilisers (Hydroxypropylmethyl Cellulose, Xanthan Gum), White Pepper, Garlic, Colour (Curcumin), Acidity Regulator (Citric Acid)","['peas', 'potato', 'rice', 'milk', 'butter', 'onion', 'maize', 'tomato']",8
"Allergy Advice: For allergens see highlighted ingredientsWater, Long Grain Rice, Chicken Breast (10%), Pasteurised Liquid WholeEgg(6%), Char Sui Pork (6%) (Pork Shoulder (81%), Water, Cornflour, Sugar, Salt, Fortified Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Spices, Colour (Beetroot Red, Anthocyanins, Paprika Extract), Dried Tomato, Yeast Extract, Dried Garlic, Dried Onion, Preservative (Citric Acid), Flavouring), Peas, Prawn (Crustaceans) (5%), Onion, Rapeseed Oil, Rice Wine, Ginger Pur̩e, ToastedSesame SeedOil, Sugar, Garlic Pur̩e, Cornflour, Salt, Garlic, FermentedSoybean,Wheat, Yeast Extract, Red Chilli, Colour (Plain Caramel), Thickener (Pectin),BarleyMalt Extract, Garlic Powder","['peas', 'pork', 'crustaceans', 'rice', 'onion', 'wine', 'chicken', 'tomato']",8
"Allergy Advice: For allergens see highlighted ingredientsTortilla (Fortified Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, Palm Oil, Palm Stearin, Rapeseed Oil, Sugar, Salt), Water, Long Grain Rice, Beef (8%), Shredded Beef (8%) (Beef (98%), Pea Starch, Salt), Onion, Red Kidney Beans, Tomato Paste, Red Pepper, Mature Cheddar Cheese (Milk), Rapeseed Oil, Sweetcorn, Black Turtle Beans, Garlic, Butter (Milk), Sugar, Spices (containsMustard), Red Chilli, Chipotle Chilli, Garlic Pur̩e, Herbs, Cornflour, Chicken Extract, Salt, Colour (Plain Caramel), Rice Vinegar, Spirit Vinegar, Scotch Bonnet Chilli Pur̩e, Molasses, Onion Pur̩e, Dried Garlic, Tamarind Paste, Plum Pur̩e, Concentrated Onion Juice, Ginger Pur̩e","['cheese', 'beef', 'rice', 'milk', 'butter', 'onion', 'chicken', 'tomato']",8
"Allergy Advice: For allergens see highlighted ingredientsFortified Wheat Flour (WheatFlour, Iron, Thiamin, Nicotinic Acid, Calcium Carbonate), Pork (19%), Pork Lard, Pork Fat, Water, Cheese (Milk) (4%), Sugar, Potato Starch, Onion, Salt, Pork Gelatine, Courgette, Swede, Dried WholeEgg, Spirit Vinegar,MilkProtein, Modified Maize Starch, Spices, Carrot, Emulsifiers (Sodium Phosphates, Polyphosphates, Calcium Phosphates, Diphosphates), Apple Pur̩e, Colours (Plain Caramel, Annatto), Treacle, Butter (Milk), Acid (Acetic Acid), Antioxidants (Sodium Ascorbate), Paprika Extract, Preservatives (Sodium Nitrite, Sodium Nitrate, Potassium Nitrate), Raising Agent (Ammonium Carbonates), Black Pepper Extract, Cinnamon Extract","['cheese', 'potato', 'pork', 'milk', 'butter', 'onion', 'maize', 'apple']",8
"Allergy Advice: For allergens see highlighted ingredientsMayonnaise (Water, Rapeseed Oil, PasteurisedEggYolk, Cornflour, Spirit Vinegar, Sugar, Dijon Mustard (Water,MustardSeed, Spirit Vinegar, Salt), White Wine Vinegar, Salt), Cooked Chicken Breast (32%) (Chicken Breast, Salt, Water), Smoky Barbecue Sauce (8%) (Water, Sugar, Tomato Paste, Dextrose, Molasses, Modified Maize Starch, Salt, Acids (Acetic Acid, Citric Acid), Smoked Water, Spices, Yeast Extract (Yeast Extract, Salt), Dried Onion, Dried Garlic, Smoked Flavouring, Oregano), White Onion, Mature Cheddar Cheese (Milk) (6%), Water, Smoked Bacon (5%) (Pork, Salt, Preservatives (Sodium Nitrite, Potassium Nitrate), Antioxidant (Sodium Ascorbate)), Sundried Tomato Pur̩e (Sundried Tomatoes, Tomato Paste, Sunflower Oil, Sugar, Salt, Basil, Garlic, Oregano), Paprika, Parsley, Rapeseed Oil, Stabiliser (Guar Gum)","['cheese', 'pork', 'milk', 'onion', 'wine', 'maize', 'chicken', 'tomato']",8
